"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut"
"Grenoble";"Elem";"ce.0382911h@ac-grenoble.fr";"38100";"Ecole primaire Houille Blanche";"Isère";"7 Rue De La Houille Blanche";"Public"
"Morestel";"Elem";"ce.0382928b@ac-grenoble.fr";"38510";"Ecole élémentaire Victor Hugo";"Isère";"89 Place Du 8 Mai 1945";"Public"
"Fontaine";"Elem";"ce.0382932f@ac-grenoble.fr";"38600";"Ecole primaire Paul Langevin";"Isère";"5 Rue Paul Eluard";"Public"
"Grenoble";"Elem";"ce.0382935j@ac-grenoble.fr";"38100";"Ecole primaire Le Verderet";"Isère";"1 Rue Giusto Gervasoti";"Public"
"Montbonnot-Saint-Martin";"Elem";"ce.0382946w@ac-grenoble.fr";"38330";"Ecole primaire Tartaix";"Isère";"806 Chemin Du Tartaix";"Public"
"Les Avenières Veyrins-Thuellin";"Elem";"ce.0383010r@ac-grenoble.fr";"38630";"Ecole primaire Les Ciers";"Isère";"3 Rue Du Mollard Bresson";"Public"
"Montferrat";"Elem";"ce.0383011s@ac-grenoble.fr";"38620";"Ecole primaire Célestin Adolphe Pegoud";"Isère";"85 Place De La Fontaine";"Public"
"Brézins";"Elem";"ce.0383017y@ac-grenoble.fr";"38590";"Ecole  de la fraternité";"Isère";"3 Place Henri Gerbe";"Public"
"Villefontaine";"Mater";"ce.0383034s@ac-grenoble.fr";"38090";"Ecole maternelle Les 4 Vents";"Isère";"800 Chaussée Du Parc";"Public"
"Culin";"Elem";"ce.0383052l@ac-grenoble.fr";"38300";"Ecole primaire";"Isère";"500 Route De Lucle";"Public"
"Saint-Michel-de-Saint-Geoirs";"Mater";"ce.0383054n@ac-grenoble.fr";"38590";"Ecole maternelle";"Isère";"Le Village";"Public"
"Heyrieux";"Mater";"ce.0383063y@ac-grenoble.fr";"38540";"Ecole maternelle Françoise Dolto";"Isère";"310 Avenue Du Général De Gaulle";"Public"
"Fontaine";"Elem";"ce.0383131x@ac-grenoble.fr";"38600";"Ecole primaire Marcel Cachin";"Isère";"4 Rue Jules Gesde";"Public"
"Sassenage";"Elem";"ce.0383152v@ac-grenoble.fr";"38360";"Ecole primaire Les Pies";"Isère";"4 Rue Du Parc De Messkirch";"Public"
"Revel";"Mater";"ce.0383205c@ac-grenoble.fr";"38420";"Ecole maternelle";"Isère";"11 Route Du Sauzet, Le Bourg";"Public"
"Ornacieux-Balbins";"Elem";"ce.0383234j@ac-grenoble.fr";"38260";"Ecole élémentaire";"Isère";"35 Chemin Du Planot, Ornacieux";"Public"
"Saint-Geoirs";"Elem";"ce.0383266u@ac-grenoble.fr";"38590";"Ecole élémentaire";"Isère";"Le Village";"Public"
"Echirolles";"Elem";"ce.0383357t@ac-grenoble.fr";"38130";"Ecole élémentaire F. Dolto";"Isère";"1 Allee F. Dolto";"Public"
"Mens";"Elem";"contact@ecole123soleil.org";"38710";"Ecole privée hors contrat 1, 2,3 soleil";"Isère";"5 Place De La Mairie";"Privé"
"La Bénisson-Dieu";"Elem";"ce.0420122e@ac-lyon.fr";"42720";"Ecole primaire bourg";"Loire";"Impasse Bonlieu";"Public"
"Bourg-Argental";"Mater";"ce.0420135u@ac-lyon.fr";"42220";"Ecole maternelle 5 rue du couvent";"Loire";"5 Rue Du Couvent";"Public"
"Bourg-Argental";"Elem";"ce.0420136v@ac-lyon.fr";"42220";"Ecole élémentaire 5 rue du couvent";"Loire";"5 Rue Du Couvent";"Public"
"Le Cergne";"Elem";"ce.0420149j@ac-lyon.fr";"42460";"Ecole primaire La Marelle";"Loire";"84 Rue De La Fontaine, Le Bourg";"Public"
"Le Chambon-Feugerolles";"Elem";"ce.0420166c@ac-lyon.fr";"42500";"Ecole élémentaire Victor Hugo";"Loire";"2 Rue De L'Echapre";"Public"
"Le Chambon-Feugerolles";"Mater";"ce.0420172j@ac-lyon.fr";"42500";"Ecole maternelle Jaurès";"Loire";"4 Rue Du Colonel Marey";"Public"
"Le Chambon-Feugerolles";"Mater";"ce.0420173k@ac-lyon.fr";"42500";"Ecole maternelle Zola Pasteur";"Loire";"Rue Joannes Guignard";"Public"
"La Chapelle-Villars";"Elem";"ce.0420194h@ac-lyon.fr";"42410";"Ecole primaire Bourg";"Loire";"Bourg";"Public"
"Le Coteau";"Mater";"ce.0420221m@ac-lyon.fr";"42120";"Ecole maternelle Centre";"Loire";"9 Rue Ledru Rollin";"Public"
"Coutouvre";"Elem";"ce.0420227u@ac-lyon.fr";"42460";"Ecole primaire Les marronniers";"Loire";"81 Rue Des Ecoles";"Public"
"Genilac";"Elem";"ce.0420235c@ac-lyon.fr";"42800";"Ecole primaire Jules Verne";"Loire";"75 Route De La Gare";"Public"
"Essertines-en-Châtelneuf";"Elem";"ce.0420246p@ac-lyon.fr";"42600";"Ecole primaire Malleray";"Loire";"115 Chemin Des Ecoliers";"Public"
"Essertines-en-Donzy";"Elem";"ce.0420247r@ac-lyon.fr";"42360";"Ecole primaire Bourg";"Loire";"6 Chemin Des Écoliers";"Public"
"Farnay";"Elem";"ce.0420252w@ac-lyon.fr";"42320";"Ecole primaire d'Egarande";"Loire";"Place Des Combattants";"Public"
"Feurs";"Elem";"ce.0420253x@ac-lyon.fr";"42110";"Ecole primaire rue du 8 Mai";"Loire";"26 Rue Du 8 Mai";"Public"
"Firminy";"Elem";"ce.0420264j@ac-lyon.fr";"42700";"Ecole élémentaire Waldeck Rousseau";"Loire";"1 Rue Jules Ferry";"Public"
"Firminy";"Mater";"ce.0420268n@ac-lyon.fr";"42700";"Ecole maternelle Tardive";"Loire";"17 Boulevard Saint-Charles";"Public"
"Firminy";"Mater";"ce.0420274v@ac-lyon.fr";"42700";"Ecole maternelle Waldeck Rousseau";"Loire";"9 Rue Ferdinand Buisson";"Public"
"Fontanès";"Elem";"ce.0420279a@ac-lyon.fr";"42140";"Ecole primaire Le Bourg";"Loire";"3 Place De La Mairie";"Public"
"La Gimond";"Elem";"ce.0420290m@ac-lyon.fr";"42140";"Ecole primaire La Gimond";"Loire";"61 Chemin De Picard";"Public"
"Lorette";"Mater";"ce.0420300y@ac-lyon.fr";"42420";"Ecole maternelle Marie Curie";"Loire";"2 Rue Fleury Thévenet";"Public"
"Montrond-les-Bains";"Mater";"ce.0420306e@ac-lyon.fr";"42210";"Ecole maternelle Le Geyser";"Loire";"174 Rue Du Geyser";"Public"
"La Ricamarie";"Mater";"ce.0420312l@ac-lyon.fr";"42150";"Ecole maternelle Centre";"Loire";"2 Place Des Écoles";"Public"
"Riorges";"Mater";"ce.0420315p@ac-lyon.fr";"42153";"Ecole maternelle Beaucueil";"Loire";"26 Rue Pierre Brossolette";"Public"
"Roisey";"Elem";"ce.0420385r@ac-lyon.fr";"42520";"Ecole primaire Bourg";"Loire";"228 Rue Du Pilat";"Public"
"Sail-les-Bains";"Elem";"ce.0420390w@ac-lyon.fr";"42310";"Ecole élémentaire Bourg";"Loire";"175 Rue Des Sources";"Public"
"Pradines";"Elem";"ce.0420438y@ac-lyon.fr";"42630";"Ecole primaire Bourg";"Loire";"38 Place De La Mairie";"Public"
"Marcoux";"Elem";"ce.0420447h@ac-lyon.fr";"42130";"Ecole primaire Bourg";"Loire";"399 Rue Du Bourg";"Public"
"Saint-Barthélemy-Lestra";"Elem";"ce.0420516h@ac-lyon.fr";"42110";"Ecole primaire Bourg";"Loire";"107 Rue Du Relais De Poste, Le Bourg";"Public"
"Saint-Chamond";"Elem";"ce.0420535d@ac-lyon.fr";"42400";"Ecole primaire du pilat";"Loire";"6 Chemin Des Combes";"Public"
"Saint-Chamond";"Elem";"ce.0420538g@ac-lyon.fr";"42400";"Ecole primaire Fournas Garat";"Loire";"10 Rue Asile Fournas";"Public"
"Saint-Chamond";"Elem";"ce.0420547s@ac-lyon.fr";"42400";"Ecole primaire parterre lavieu";"Loire";"Rue Des Capucins Prolonges";"Public"
"Saint-Etienne";"Mater";"ce.0420664u@ac-lyon.fr";"42100";"Ecole maternelle Richelandiere";"Loire";"97 Rue Richelandière";"Public"
"Saint-Etienne";"Mater";"ce.0420674e@ac-lyon.fr";"42000";"Ecole maternelle Soleil";"Loire";"16 Rue De Monteil";"Public"
"Saint-Etienne";"Mater";"ce.0420675f@ac-lyon.fr";"42100";"Ecole maternelle Tardy";"Loire";"2 Boulevard Robert Maurice";"Public"
"Saint-Germain-Lespinasse";"Elem";"ce.0420722g@ac-lyon.fr";"42640";"Ecole primaire bourg";"Loire";"160 Rue Des Écoles";"Public"
"Saint-Jodard";"Elem";"ce.0420738z@ac-lyon.fr";"42590";"ECOLE PRIMAIRE PUBLIQUE";"Loire";"Bourg, Au Bourg";"Public"
"Saint-Joseph";"Elem";"ce.0420739a@ac-lyon.fr";"42800";"Ecole primaire Marguerite Couchoud";"Loire";"Le Bourg";"Public"
"Saint-Marcel-de-Félines";"Elem";"ce.0420758w@ac-lyon.fr";"42122";"Ecole primaire Bourg";"Loire";"124 Rue Des Scieurs De Long, Le Bourg";"Public"
"Saint-Nizier-sous-Charlieu";"Elem";"ce.0420777s@ac-lyon.fr";"42190";"Ecole primaire rte sornin";"Loire";"77 Route Du Sornin";"Public"
"Saint-Romain-en-Jarez";"Elem";"ce.0420801t@ac-lyon.fr";"42800";"Ecole primaire Les 3 Pommes";"Loire";"1 Route Cote Gauthier";"Public"
"Saint-Sauveur-en-Rue";"Elem";"ce.0420809b@ac-lyon.fr";"42220";"Ecole primaire simone veil";"Loire";"11 Allée Du Village D'Enfants";"Public"
"Saint-Jean-la-Vêtre";"Elem";"ce.0420838h@ac-lyon.fr";"42440";"Ecole primaire Bourg";"Loire";"Au Bourg";"Public"
"Souternon";"Mater";"ce.0420845r@ac-lyon.fr";"42260";"Ecole maternelle du bourg";"Loire";"15 Route De Montagnon";"Public"
"La Talaudière";"Elem";"ce.0420851x@ac-lyon.fr";"42350";"Ecole élémentaire Michelet";"Loire";"Rue Michelet";"Public"
"La Talaudière";"Elem";"ce.0420852y@ac-lyon.fr";"42350";"Ecole élémentaire Violette Maurice";"Loire";"1 Rue Des Rives D'Onzon";"Public"
"La Tuilière";"Elem";"ce.0420870t@ac-lyon.fr";"42830";"Ecole élémentaire Bourg";"Loire";"Le Bourg";"Public"
"Unias";"Elem";"ce.0420871u@ac-lyon.fr";"42210";"Ecole Primaire Bourg";"Loire";"Le Bourg";"Public"
"Vendranges";"Elem";"ce.0420898y@ac-lyon.fr";"42590";"Ecole primaire Bourg";"Loire";"Rue De L'École, Le Bourg";"Public"
"Véranne";"Elem";"ce.0420899z@ac-lyon.fr";"42520";"Ecole primaire Bourg";"Loire";"68 Route De Colombier, Le Bourg";"Public"
"Saint-Etienne";"Mater";"ce.0420924b@ac-lyon.fr";"42100";"Ecole maternelle Les Ovides";"Loire";"6 Rue Des Ovides";"Public"
"Firminy";"Elem";"ce.0420962t@ac-lyon.fr";"42700";"Ecole primaire Les Cordes";"Loire";"5 Rue De L'Alcazar";"Public"
"Saint-Etienne";"Mater";"ce.0421076s@ac-lyon.fr";"42100";"Ecole maternelle Rosa Parks";"Loire";"5 Allée Rachel";"Public"
"Balbigny";"Elem";"ce.0421118m@ac-lyon.fr";"42510";"Ecole primaire privée";"Loire";"21 Rue Du 11 Novembre";"Privé"
"Cellieu";"Elem";"ce.0421128y@ac-lyon.fr";"42320";"Ecole primaire privée Saint Joseph";"Loire";"112 Rue Des Amandiers";"Privé"
"Chavanay";"Elem";"ce.0421136g@ac-lyon.fr";"42410";"Ecole primaire privée Sainte Agathe";"Loire";"18 Route De Pelussin";"Privé"
"Chuyer";"Elem";"ce.0421144r@ac-lyon.fr";"42410";"Ecole primaire privée";"Loire";"3 Chemin, Au Bourg";"Privé"
"Saint-Galmier";"Elem";"ce.0421200b@ac-lyon.fr";"42330";"Ecole Primaire La Colombe";"Loire";"Avenue De La Coise";"Public"
"Veauche";"Elem";"ce.0421207j@ac-lyon.fr";"42340";"Ecole élémentaire Les Glycines";"Loire";"1 Avenue Paccard";"Public"
"Le Coteau";"Elem";"ce.0421231k@ac-lyon.fr";"42120";"Ecole primaire privée Saint Marc";"Loire";"6 Place Victor Hugo";"Privé"
"Marlhes";"Elem";"ce.0421263v@ac-lyon.fr";"42660";"Ecole primaire privée Champagnat";"Loire";"3 Chemin Des Templiers";"Privé"
"Saint-Etienne";"Elem";"ce.0421326n@ac-lyon.fr";"42030";"Ecole primaire privée Externat Saint Michel";"Loire";"4 Rue Jules Vallès";"Privé"
"Saint-Etienne";"Elem";"ce.0421337a@ac-lyon.fr";"42000";"Ecole primaire privée de La Salle";"Loire";"22 Rue Désiré Claude";"Privé"
"Saint-Jean-Bonnefonds";"Elem";"ce.0421372n@ac-lyon.fr";"42650";"Ecole primaire privée Saint Joseph";"Loire";"8 Rue Pasteur";"Privé"
"Saint-Just-Saint-Rambert";"Elem";"ce.0421379w@ac-lyon.fr";"42170";"Ecole primaire privée Jayol";"Loire";"3 Rue Jayol, St Just Sur Loire";"Privé"
"Villemontais";"Elem";"ce.0421418n@ac-lyon.fr";"42155";"Ecole primaire privée Saint Martin";"Loire";"Le Bourg";"Privé"
"Andrézieux-Bouthéon";"Elem";"ce.0421439l@ac-lyon.fr";"42160";"Ecole Primaire Arthur Rimbaud";"Loire";"Rue Emile Zola";"Public"
"Fourneaux";"Elem";"ce.0421458g@ac-lyon.fr";"42470";"Ecole primaire Bourg";"Loire";"134 Chemin De L'École";"Public"
"Luriecq";"Elem";"ce.0421464n@ac-lyon.fr";"42380";"Ecole primaire Bourg";"Loire";"72 Place De L'Ecole";"Public"
"Riorges";"Elem";"ce.0421467s@ac-lyon.fr";"42153";"Ecole élémentaire Les Sables";"Loire";"664 Rue Raymond Poincaré";"Public"
"Le Chambon-Feugerolles";"Mater";"ce.0421499b@ac-lyon.fr";"42500";"Ecole maternelle Victor Hugo";"Loire";"Avenue Gaffard";"Public"
"Fraisses";"Mater";"ce.0421500c@ac-lyon.fr";"42490";"Ecole maternelle Grand Fraisses";"Loire";"15 Bis Rue Gabriel Péri";"Public"
"Savigneux";"Mater";"ce.0421528h@ac-lyon.fr";"42600";"Ecole maternelle rue bayard";"Loire";"Rue Bayard";"Public"
"La Gresle";"Elem";"ce.0421551h@ac-lyon.fr";"42460";"Ecole élémentaire les cenelles";"Loire";"40 Rue Des Écoles, Le Bourg";"Public"
"Saint-Romain-la-Motte";"Elem";"ce.0421560t@ac-lyon.fr";"42640";"Ecole primaire Bourg";"Loire";"174 Rue De Trébande, Le Bourg";"Public"
"Mably";"Mater";"ce.0421564x@ac-lyon.fr";"42300";"Ecole maternelle Les Sables";"Loire";"42 Rue Jean Bailly";"Public"
"Veauche";"Mater";"ce.0421577l@ac-lyon.fr";"42340";"Ecole maternelle Pagnol";"Loire";"Rue Pagnol";"Public"
"Boisset-lès-Montrond";"Elem";"ce.0421587x@ac-lyon.fr";"42210";"Ecole primaire du bourg";"Loire";"34 Route Du Canal";"Public"
"La Ricamarie";"Elem";"ce.0421594e@ac-lyon.fr";"42150";"Ecole élémentaire Marcel Pagnol";"Loire";"4 Rue Nelson Mandela";"Public"
"Saint-Etienne";"Elem";"ce.0421642g@ac-lyon.fr";"42100";"Ecole primaire Guizay";"Loire";"10 Rue Du Docteur Laennec";"Public"
"Panissières";"Elem";"ce.0421644j@ac-lyon.fr";"42360";"Ecole élémentaire rue pierre vernay";"Loire";"3 Rue Pierre Vernay";"Public"
"Rozier-en-Donzy";"Elem";"ce.0421695p@ac-lyon.fr";"42810";"Ecole primaire Bourg";"Loire";"12 Rue Des Liseurs";"Public"
"Sorbiers";"Mater";"ce.0421701w@ac-lyon.fr";"42290";"Ecole maternelle Côte";"Loire";"7 Rue Côte";"Public"
"Chalmazel-Jeansagnière";"Elem";"ce.0421752b@ac-lyon.fr";"42920";"Ecole primaire La clé des montagnes";"Loire";"Le Bourg";"Public"
"Villerest";"Mater";"ce.0421764p@ac-lyon.fr";"42300";"Ecole maternelle Mirandole";"Loire";"164 Route De La Mirandole";"Public"
"Grenoble";"Elem";"ce.0380113s@ac-grenoble.fr";"38100";"Ecole primaire Anatole France";"Isère";"35 Rue Anatole France";"Public"
"Grenoble";"Elem";"ce.0380114t@ac-grenoble.fr";"38000";"Ecole primaire Joseph Vallier";"Isère";"44 Bis Rue Ampère";"Public"
"La Tour-du-Pin";"Elem";"ce.0380124d@ac-grenoble.fr";"38110";"Ecole Primaire Publique Pasteur";"Isère";"8 Rue Pasteur";"Public"
"Saint-Georges-d'Espéranche";"Elem";"ce.0380126f@ac-grenoble.fr";"38790";"Ecole primaire A. et M. Mollie";"Isère";"Route Du Revoireau";"Public"
"Bilieu";"Elem";"ce.0380194e@ac-grenoble.fr";"38850";"Ecole Primaire Publique";"Isère";"176 Rue Roland Chevallier";"Public"
"Brangues";"Elem";"ce.0380233x@ac-grenoble.fr";"38510";"Ecole Primaire Publique";"Isère";"91 Route De Morestel";"Public"
"Champier";"Elem";"ce.0380256x@ac-grenoble.fr";"38260";"Ecole Primaire Publique Auguste Goubet";"Isère";"70 Montée Du Brochet";"Public"
"Charette";"Mater";"ce.0380285d@ac-grenoble.fr";"38390";"Ecole maternelle";"Isère";"460 Route D'Optevoz, Le Village";"Public"
"Charvieu-Chavagneux";"Elem";"ce.0380291k@ac-grenoble.fr";"38230";"Ecole élémentaire Alphonse Daudet";"Isère";"2A Rue De La Plaine";"Public"
"Chasse-sur-Rhône";"Mater";"ce.0380294n@ac-grenoble.fr";"38670";"Ecole maternelle Les Georgelières";"Isère";"163 Rue Du Sentier";"Public"
"Châteauvilain";"Elem";"ce.0380300v@ac-grenoble.fr";"38300";"Ecole primaire";"Isère";"844 Rue Du Centre";"Public"
"Chirens";"Elem";"ce.0380329b@ac-grenoble.fr";"38850";"Ecole primaire";"Isère";"233 Rue Moulin Défilion, Le Gayet";"Public"
"Saint-Martin-de-la-Cluze";"Elem";"ce.0380346v@ac-grenoble.fr";"38650";"Ecole Primaire Publique";"Isère";"Place Du Village";"Public"
"Colombe";"Elem";"ce.0380349y@ac-grenoble.fr";"38690";"Ecole Primaire Publique";"Isère";"139 Chemin Neuf";"Public"
"Porte-des-Bonnevaux";"Elem";"ce.0380354d@ac-grenoble.fr";"38260";"Ecole Primaire Publique Commelle";"Isère";"Commelle";"Public"
"Corps";"Elem";"ce.0380372y@ac-grenoble.fr";"38970";"Ecole de L'Obiou";"Isère";"80 Rue De La Gare";"Public"
"Vienne";"Elem";"ce.0380409n@ac-grenoble.fr";"38217";"Ecole primaire privée Saint Charles";"Isère";"1 Place Des Capucins, Bp 267";"Privé"
"Voiron";"Elem";"ce.0380415v@ac-grenoble.fr";"38500";"Ecole primaire privée Sainte Marie";"Isère";"3 Rue Danton";"Privé"
"Voiron";"Elem";"ce.0380416w@ac-grenoble.fr";"38500";"Ecole primaire privée Notre-Dame des Victoires";"Isère";"1 Rue De La Terrasse, Bp 236";"Privé"
"Domène";"Mater";"ce.0380430l@ac-grenoble.fr";"38420";"Ecole maternelle Jean-Jacques Rousseau";"Isère";"Rue Angelo Brunato";"Public"
"Entraigues";"Elem";"ce.0380449g@ac-grenoble.fr";"38740";"Ecole Elementaire Publique Edmond Gallet";"Isère";"191 Rue Du Gargas, Le Village";"Public"
"Eyzin-Pinet";"Elem";"ce.0380465z@ac-grenoble.fr";"38780";"Ecole Primaire Publique";"Isère";"116 Rue Des Grillons";"Public"
"Tullins";"Elem";"ce.0380475k@ac-grenoble.fr";"38210";"Ecole primaire privée Saint Laurent";"Isère";"4 Montée Du Couvent";"Privé"
"Fontaine";"Mater";"ce.0380506u@ac-grenoble.fr";"38600";"Ecole maternelle Paul Langevin";"Isère";"2 Rue Georges Sand";"Public"
"Morestel";"Elem";"ce.0380521k@ac-grenoble.fr";"38510";"Ecole primaire privée Saint Joseph";"Isère";"200 Rue Auguste Ravier";"Privé"
"Gières";"Mater";"ce.0380527s@ac-grenoble.fr";"38610";"Ecole maternelle René Cassin";"Isère";"Chemin Rose Vallant";"Public"
"Grenoble";"Mater";"ce.0380557z@ac-grenoble.fr";"38100";"Ecole maternelle Alphonse Daudet";"Isère";"16 Rue Réné Lesage";"Public"
"Grenoble";"Mater";"ce.0380562e@ac-grenoble.fr";"38100";"Ecole maternelle Houille Blanche";"Isère";"3 Rue De La Houille Blanche";"Public"
"Jarrie";"Elem";"ce.0380666t@ac-grenoble.fr";"38560";"Ecole primaire Le Louvarou";"Isère";"1205 Rue Général De Gaulle";"Public"
"Lans-en-Vercors";"Elem";"ce.0380674b@ac-grenoble.fr";"38250";"Ecole primaire";"Isère";"110 Rue Des Ecoles, Le Village";"Public"
"Lieudieu";"Elem";"ce.0380680h@ac-grenoble.fr";"38440";"Ecole primaire La Source";"Isère";"Les Coututois";"Public"
"Saint-Geoire-en-Valdaine";"Elem";"ce.0380734s@ac-grenoble.fr";"38620";"Ecole primaire privée Plampalais";"Isère";"Route De Saint-Sulpice";"Privé"
"Le Monestier-du-Percy";"Elem";"ce.0380751k@ac-grenoble.fr";"38930";"Ecole primaire";"Isère";"100 Route De La Remise, Le Village";"Public"
"Montagne";"Elem";"ce.0380753m@ac-grenoble.fr";"38160";"Ecole élémentaire";"Isère";"Le Village";"Public"
"Montagnieu";"Elem";"ce.0380755p@ac-grenoble.fr";"38110";"Ecole primaire du Village";"Isère";"22 Route Du Village";"Public"
"La Motte-d'Aveillans";"Elem";"ce.0380781t@ac-grenoble.fr";"38770";"Ecole primaire Le Bourg";"Isère";"1 Place Albert Rivet";"Public"
"La Motte-Saint-Martin";"Elem";"ce.0380786y@ac-grenoble.fr";"38770";"Ecole primaire";"Isère";"Rue La Molière";"Public"
"Serre-Nerpol";"Elem";"ce.0380804t@ac-grenoble.fr";"38470";"Ecole primaire";"Isère";"235 Route De Vinay";"Public"
"Notre-Dame-de-Commiers";"Elem";"ce.0380807w@ac-grenoble.fr";"38450";"Ecole primaire";"Isère";"20 Route Départementale 529";"Public"
"Panossas";"Elem";"ce.0380834a@ac-grenoble.fr";"38460";"Ecole primaire";"Isère";"2 Chemin Des Écoles, Le Village";"Public"
"Penol";"Mater";"ce.0380847p@ac-grenoble.fr";"38260";"Ecole primaire";"Isère";"507 Route De La Côte-Saint-André";"Public"
"La Pierre";"Elem";"ce.0380849s@ac-grenoble.fr";"38570";"Ecole primaire";"Isère";"282 Rue De La Mairie, La Plantée";"Public"
"Pommier-de-Beaurepaire";"Elem";"ce.0380864h@ac-grenoble.fr";"38260";"Ecole primaire";"Isère";"11 Place De La Mairie";"Public"
"La Sure en Chartreuse";"Elem";"ce.0380865j@ac-grenoble.fr";"38340";"Ecole primaire";"Isère";"Pommiers-La-Placette";"Public"
"Pont-de-Chéruy";"Mater";"ce.0380877x@ac-grenoble.fr";"38230";"Ecole maternelle Les Ecureuils";"Isère";"10 Rue Du Docteur Robert";"Public"
"Le Pont-de-Claix";"Mater";"ce.0380878y@ac-grenoble.fr";"38800";"Ecole maternelle Le Côteau";"Isère";"5 Avenue Des Résistants";"Public"
"Le Pont-de-Claix";"Mater";"ce.0380879z@ac-grenoble.fr";"38800";"Ecole maternelle Jean Moulin";"Isère";"3 Rue Du Docteur Valois";"Public"
"Rencurel";"Elem";"ce.0380914m@ac-grenoble.fr";"38680";"Ecole primaire Le Village";"Isère";"411 Rue De La Mairie, Le Village";"Public"
"Roche";"Elem";"ce.0380929d@ac-grenoble.fr";"38090";"Ecole primaire du Village";"Isère";"115 Rue Des Ecoles";"Public"
"Sablons";"Elem";"ce.0380952d@ac-grenoble.fr";"38550";"Ecole élémentaire Anne DANGAR";"Isère";"23 Route Des Alpes";"Public"
"Saint Antoine l'Abbaye";"Elem";"ce.0380969x@ac-grenoble.fr";"38160";"Ecole primaire des Tilleuls";"Isère";"Rue De La Ménagerie";"Public"
"Saint-Bueil";"Elem";"ce.0380990v@ac-grenoble.fr";"38620";"Ecole primaire";"Isère";"131 Route De Merlas";"Public"
"Saint-Gervais";"Mater";"ce.0381042b@ac-grenoble.fr";"38470";"Ecole maternelle";"Isère";"200 Route Des Ecoles";"Public"
"Saint-Guillaume";"Elem";"ce.0381043c@ac-grenoble.fr";"38650";"Ecole primaire";"Isère";"Le Bourg";"Public"
"Saint-Ismier";"Elem";"ce.0381058u@ac-grenoble.fr";"38330";"Ecole primaire des Vignes";"Isère";"118 Chemin Du Clos Vacher";"Public"
"Saint-Jean-de-Soudain";"Elem";"ce.0381066c@ac-grenoble.fr";"38110";"Ecole primaire Le Village";"Isère";"160 Rue De La Paix, Le Bourg";"Public"
"Saint-Laurent-du-Pont";"Elem";"ce.0381084x@ac-grenoble.fr";"38380";"Ecole primaire La Plaine";"Isère";"10 Avenue Cdt L'Herminier";"Public"
"Saint-Laurent-du-Pont";"Elem";"ce.0381085y@ac-grenoble.fr";"38380";"Ecole primaire Le Bourg";"Isère";"2 Rue Paul Bert";"Public"
"Saint-Nicolas-de-Macherin";"Elem";"ce.0381149t@ac-grenoble.fr";"38500";"Ecole primaire";"Isère";"Le Bourg";"Public"
"Saint-Martin-d'Uriage";"Elem";"ce.0381171s@ac-grenoble.fr";"38410";"Ecole primaire privée Notre-Dame";"Isère";"307 Chemin Du Luiset";"Privé"
"Saint-Quentin-sur-Isère";"Elem";"ce.0381192p@ac-grenoble.fr";"38210";"Ecole primaire Louis Pergaud";"Isère";"441 Rue Du Vercors, Le Bourg";"Public"
"Saint-Sulpice-des-Rivoires";"Elem";"ce.0381212l@ac-grenoble.fr";"38620";"Ecole primaire";"Isère";"84 Rue Des Ecoliers";"Public"
"Sassenage";"Mater";"ce.0381238p@ac-grenoble.fr";"38360";"Ecole maternelle Vercors";"Isère";"2 Rue François Gérin";"Public"
"Serpaize";"Elem";"ce.0381263s@ac-grenoble.fr";"38200";"Ecole primaire";"Isère";"104 Route Du Village, Le Village";"Public"
"Seyssinet-Pariset";"Elem";"ce.0381271a@ac-grenoble.fr";"38170";"Ecole primaire Le Village";"Isère";"28 Avenue Hector Berlioz";"Public"
"Siccieu-Saint-Julien-et-Carisieu";"Elem";"ce.0381282m@ac-grenoble.fr";"38460";"Ecole primaire Henri Dès";"Isère";"80 Route Des Bourgs, Lebourg";"Public"
"Sonnay";"Elem";"ce.0381294a@ac-grenoble.fr";"38150";"Ecole primaire";"Isère";"890 Route Du Dauphiné";"Public"
"Têche";"Elem";"ce.0381306n@ac-grenoble.fr";"38470";"Ecole primaire";"Isère";"Le Village";"Public"
"Tignieu-Jameyzieu";"Elem";"ce.0381324h@ac-grenoble.fr";"38230";"Ecole primaire Auguste Renoir";"Isère";"3 Rue De La Bourbre";"Public"
"Tullins";"Mater";"ce.0381359w@ac-grenoble.fr";"38210";"Ecole maternelle Floréal";"Isère";"16 Rue Pierre Mendès France";"Public"
"Varces-Allières-et-Risset";"Mater";"ce.0381369g@ac-grenoble.fr";"38760";"Ecole maternelle Charles Mallerin";"Isère";"4 Chemin De Bardonnanche";"Public"
"Vaulnaveys-le-Bas";"Elem";"ce.0381378s@ac-grenoble.fr";"38410";"Ecole primaire Le Bourg";"Isère";"195 Promenade Des Noyers, Vaulnaveys Le Bas";"Public"
"Velanne";"Elem";"ce.0381386a@ac-grenoble.fr";"38620";"Ecole Primaire Publique";"Isère";"Le Bourg";"Public"
"Veyssilieu";"Elem";"ce.0381406x@ac-grenoble.fr";"38460";"Ecole primaire";"Isère";"Le Village";"Public"
"Vienne";"Mater";"ce.0381412d@ac-grenoble.fr";"38200";"Ecole maternelle Ferdinand Buisson";"Isère";"40 Boulevard Maupas";"Public"
"Vienne";"Mater";"ce.0381437f@ac-grenoble.fr";"38200";"Ecole maternelle Les Célestes";"Isère";"8 Rue Des Célestes";"Public"
