"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut"
"Pouilly-sur-Saône";"Elem";"ce.0210683d@ac-dijon.fr";"21250";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"Place Des Ecoles";"Public"
"Quetigny";"Elem";"ce.0210684e@ac-dijon.fr";"21800";"ECOLE ELEMENTAIRE PUBLIQUE     LES AIGUISONS";"Côte-d'Or";"1  Rue Des Aiguisons";"Public"
"Plombières-lès-Dijon";"Mater";"ce.0210717r@ac-dijon.fr";"21370";"ECOLE MATERNELLE PASTEUR";"Côte-d'Or";"5 Rue Du Château D'Eau";"Public"
"Orville";"Elem";"ce.0210733h@ac-dijon.fr";"21260";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"37 Route Rn 74";"Public"
"Nuits-Saint-Georges";"Mater";"ce.0210740r@ac-dijon.fr";"21700";"ECOLE MATERNELLE BERNARD BARBIER";"Côte-d'Or";"Rue De La Berchère";"Public"
"Moutiers-Saint-Jean";"Elem";"ce.0210762p@ac-dijon.fr";"21500";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"2 Rue De La Poste";"Public"
"Molesme";"Elem";"ce.0210804k@ac-dijon.fr";"21330";"ECOLE ELEMENTAIRE PUBLIQUE";"Côte-d'Or";"Rue De L'Abbaye";"Public"
"Messigny-et-Vantoux";"Elem";"ce.0210819b@ac-dijon.fr";"21380";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"Allée Chenevières";"Public"
"Gissey-sur-Ouche";"Elem";"ce.0210940h@ac-dijon.fr";"21410";"ECOLE PRIMAIRE PUBLIQUE        DE VELUZE";"Côte-d'Or";"Rue De Véluze";"Public"
"Gevrey-Chambertin";"Elem";"ce.0210946p@ac-dijon.fr";"21220";"ECOLE ELEMENTAIRE PUBLIQUE     GASTON ROUPNEL";"Côte-d'Or";"Rue Jacques Bazin";"Public"
"Genay";"Elem";"ce.0210952w@ac-dijon.fr";"21140";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Rue D'Armancon";"Public"
"Gemeaux";"Elem";"ce.0210954y@ac-dijon.fr";"21120";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I. JEAN-PHILIPPE RAMEAU";"Côte-d'Or";"Impasse De L'Ecole";"Public"
"L'Etang-Vergy";"Elem";"ce.0210994s@ac-dijon.fr";"21220";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"Route De Beaune";"Public"
"Quetigny";"Mater";"ce.0211125j@ac-dijon.fr";"21800";"ECOLE MATERNELLE LES HUCHES-FRANCOIS MITTERRAND";"Côte-d'Or";"1  Rue De L'Espace";"Public"
"Chenôve";"Mater";"ce.0211142c@ac-dijon.fr";"21300";"Ecole maternelle Bourdenière";"Côte-d'Or";"6 Rue Raymond Bougeot";"Public"
"Sennecey-lès-Dijon";"Mater";"ce.0211160x@ac-dijon.fr";"21800";"ECOLE MATERNELLE LA FONTAINE";"Côte-d'Or";"20 Rue Du Stade";"Public"
"Dijon";"Elem";"ce.0211196l@ac-dijon.fr";"21000";"Ecole primaire privée Saint Pierre";"Côte-d'Or";"4 Bis Cours Du Général De Gaulle";"Privé"
"Nolay";"Elem";"ce.0211253y@ac-dijon.fr";"21340";"ECOLE ELEMENTAIRE PUBLIQUE     LAZARE CARNOT";"Côte-d'Or";"Rue Grange Champion";"Public"
"Dijon";"Elem";"ce.0211291p@ac-dijon.fr";"21000";"Ecole primaire privée Saint François de Sales";"Côte-d'Or";"2 Rue Charles Le Téméraire";"Privé"
"Dijon";"Elem";"ce.0211295u@ac-dijon.fr";"21000";"Ecole primaire privée Saint Dominique";"Côte-d'Or";"19 Rue Claude Bouchu";"Privé"
"Meursault";"Elem";"ce.0211300z@ac-dijon.fr";"21190";"Ecole primaire privée Saint Joseph";"Côte-d'Or";"1 Place Murger";"Privé"
"Montbard";"Elem";"ce.0211302b@ac-dijon.fr";"21500";"Ecole primaire privée Sainte-Marie";"Côte-d'Or";"2 Impasse Des Sources";"Privé"
"Marsannay-la-Côte";"Mater";"ce.0211331h@ac-dijon.fr";"21160";"ECOLE MATERNELLE LA PORTE D'OR";"Côte-d'Or";"Place Maria Montessori";"Public"
"Velars-sur-Ouche";"Elem";"ce.0211337p@ac-dijon.fr";"21370";"ECOLE PRIMAIRE PUBLIQUE LUCIENNE BEAULIER";"Côte-d'Or";"9 Grande Rue";"Public"
"Asnières-lès-Dijon";"Mater";"ce.0211340t@ac-dijon.fr";"21380";"ECOLE MATERNELLE";"Côte-d'Or";"Rue Des Ecoles";"Public"
"Arc-sur-Tille";"Mater";"ce.0211342v@ac-dijon.fr";"21560";"ECOLE MATERNELLE";"Côte-d'Or";"12 Rue De La Mairie";"Public"
"Rouvray";"Elem";"ce.0211347a@ac-dijon.fr";"21530";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"Allée Lorain";"Public"
"Saint-Usage";"Elem";"ce.0211409t@ac-dijon.fr";"21170";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"Place Des Ecoles";"Public"
"Beaune";"Elem";"ce.0211435w@ac-dijon.fr";"21200";"ECOLE PRIMAIRE PUBLIQUE LES PEUPLIERS";"Côte-d'Or";"Avenue Gaston Roupnel";"Public"
"Dijon";"Mater";"ce.0211438z@ac-dijon.fr";"21000";"ECOLE MATERNELLE JEAN-BAPTISTE LALLEMAND";"Côte-d'Or";"5 Allée Du Roussillon";"Public"
"Saint-Apollinaire";"Elem";"ce.0211448k@ac-dijon.fr";"21850";"ECOLE PRIMAIRE PUBLIQUE LA FLEURIEE";"Côte-d'Or";"Rue De La Vigne Aux Chiens";"Public"
"Chevigny-Saint-Sauveur";"Elem";"ce.0211483y@ac-dijon.fr";"21800";"ECOLE ELEMENTAIRE PUBLIQUE     EZ ALLOUERES";"Côte-d'Or";"Boulevard Jan Pallach";"Public"
"Saint-Julien";"Mater";"ce.0211498p@ac-dijon.fr";"21490";"ECOLE MATERNELLE";"Côte-d'Or";"8 Rue Du Moulin";"Public"
"Esbarres";"Mater";"ce.0211536f@ac-dijon.fr";"21170";"ECOLE MATERNELLE";"Côte-d'Or";"4 Allée Du Souvenir Français";"Public"
"Les Maillys";"Elem";"ce.0211553z@ac-dijon.fr";"21130";"ECOLE PRIMAIRE PUBLIQUE DES DEUX RIVIERES";"Côte-d'Or";"17 Rue Bizot";"Public"
"Quetigny";"Elem";"ce.0211558e@ac-dijon.fr";"21800";"ECOLE ELEMENTAIRE PUBLIQUE     LES CEDRES";"Côte-d'Or";"6 Rue Des Marronniers";"Public"
"Châtillon-sur-Seine";"Mater";"ce.0211560g@ac-dijon.fr";"21400";"ECOLE MATERNELLE LOUIS CAILLETET";"Côte-d'Or";"Rue Claude Petiet";"Public"
"Anteuil";"Elem";"ce.0250111k@ac-besancon.fr";"25340";"Ecole élémentaire";"Doubs";"1 Rue Des Ecoles";"Public"
"Besançon";"Elem";"ce.0250186s@ac-besancon.fr";"25000";"Ecole primaire Montboucons";"Doubs";"35 Chemin Des Montboucons";"Public"
"Besançon";"Mater";"ce.0250243d@ac-besancon.fr";"25000";"Ecole maternelle Bersot";"Doubs";"50 Rue Bersot";"Public"
"Besançon";"Mater";"ce.0250246g@ac-besancon.fr";"25000";"Ecole maternelle la Butte";"Doubs";"53 Avenue Clémenceau";"Public"
"Besançon";"Mater";"ce.0250256t@ac-besancon.fr";"25000";"Ecole maternelle Montrapon";"Doubs";"18 Avenue De Montrapon";"Public"
"Besançon";"Mater";"ce.0250257u@ac-besancon.fr";"25000";"Ecole maternelle Pauline Kergomard";"Doubs";"5 Rue De L'Epitaphe";"Public"
"Vorges-les-Pins";"Elem";"ce.0250333b@ac-besancon.fr";"25320";"groupe scolaire Hervé JOURDY";"Doubs";"17 Bis Rue Des Ecoles";"Public"
"Byans-sur-Doubs";"Elem";"ce.0250335d@ac-besancon.fr";"25320";"Groupe scolaire Thierry Daigre";"Doubs";"8 Route De La Grotte";"Public"
"Chalezeule";"Elem";"ce.0250341k@ac-besancon.fr";"25220";"Ecole primaire";"Doubs";"3 A Grande Rue";"Public"
"La Chenalotte";"Elem";"ce.0250374w@ac-besancon.fr";"25500";"Ecole primaire";"Doubs";"3 Rue Des Ecoles";"Public"
"Dommartin";"Elem";"ce.0250429f@ac-besancon.fr";"25300";"Ecole élémentaire";"Doubs";"6 Rue De L'Ecole";"Public"
"Ecole-Valentin";"Elem";"ce.0250439s@ac-besancon.fr";"25480";"Ecole élémentaire Robert Delavaux";"Doubs";"22 Rue De La Carrière";"Public"
"Fontain";"Elem";"ce.0250484r@ac-besancon.fr";"25660";"ECOLE PRIMAIRE CLAUDE LORIUS";"Doubs";"15 Rue De L'Ecole";"Public"
"Glay";"Elem";"ce.0250519d@ac-besancon.fr";"25310";"Ecole primaire intercommunale";"Doubs";"18 Rue Jean Perrin";"Public"
"Grand-Charmont";"Mater";"ce.0250535w@ac-besancon.fr";"25200";"Ecole maternelle Frédéric Bataille";"Doubs";"Place Dolhain Limbourg";"Public"
"Les Gras";"Elem";"ce.0250548k@ac-besancon.fr";"25790";"Ecole primaire";"Doubs";"5 Rue De L'Abbé Monnin";"Public"
"Hérimoncourt";"Mater";"ce.0250561z@ac-besancon.fr";"25310";"Ecole primaire Terre Blanche";"Doubs";"Rue De L'Ecole";"Public"
"L'Hôpital-du-Grosbois";"Elem";"ecole.l-hopital-du-grosbois@ac-besancon.fr";"25620";"Ecole primaire";"Doubs";"2 Rue De La Gare";"Public"
"Hyémondans";"Elem";"ce.0250571k@ac-besancon.fr";"25250";"Ecole primaire";"Doubs";"Place Des Deux Fontaines";"Public"
"Indevillers";"Elem";"ce.0250574n@ac-besancon.fr";"25470";"Ecole primaire";"Doubs";"7  Grand Rue";"Public"
"Landresse";"Elem";"ce.0250599r@ac-besancon.fr";"25530";"Ecole primaire";"Doubs";"47  Grand'Rue";"Public"
"Larnod";"Elem";"ce.0250602u@ac-besancon.fr";"25720";"Ecole primaire";"Doubs";"5 Esplanade Marthe Dagot";"Public"
"Le Luhier";"Elem";"ce.0250629y@ac-besancon.fr";"25210";"Ecole primaire intercommunale du Luhier";"Doubs";"1 Grande Rue";"Public"
"Montandon";"Elem";"ce.0250670t@ac-besancon.fr";"25190";"Ecole primaire";"Doubs";"16 Rue Principale";"Public"
"Montbéliard";"Mater";"ce.0250694u@ac-besancon.fr";"25200";"Ecole maternelle rue de Belfort";"Doubs";"14 Rue De Belfort";"Public"
"Naisey-les-Granges";"Elem";"ce.0250731j@ac-besancon.fr";"25360";"Ecole primaire";"Doubs";"4 Place De La Poste";"Public"
"Noironte";"Elem";"ce.0250741v@ac-besancon.fr";"25170";"Ecole primaire";"Doubs";"1 Grande Rue";"Public"
"Osse";"Elem";"ce.0250755k@ac-besancon.fr";"25360";"Ecole primaire";"Doubs";"26 Rue De La Liberté";"Public"
"Pontarlier";"Mater";"ce.0250789x@ac-besancon.fr";"25300";"Ecole maternelle Henri Cordier";"Doubs";"6 Rue Du Commandant Valentin";"Public"
"Pouligney-Lusans";"Elem";"ce.0250806r@ac-besancon.fr";"25640";"Ecole primaire";"Doubs";"14 Grande Rue";"Public"
"Rang";"Elem";"ce.0250817c@ac-besancon.fr";"25250";"Ecole primaire";"Doubs";"10 Rue Du Fays";"Public"
"Granges-Narboz";"Elem";"ce.0250849m@ac-besancon.fr";"25300";"Ecole primaire";"Doubs";"8 Rue Du Stade";"Public"
"Saint-Hilaire";"Elem";"ce.0250852r@ac-besancon.fr";"25640";"Ecole primaire";"Doubs";"1 Rue Du Clos Neret";"Public"
"Saint-Maurice-Colombier";"Elem";"ce.0250859y@ac-besancon.fr";"25260";"Ecole primaire";"Doubs";"17 Rue De La 9E Dic";"Public"
"Seloncourt";"Elem";"ce.0250876s@ac-besancon.fr";"25230";"Ecole élémentaire Marcel Levin";"Doubs";"140 Rue Du Général Leclerc";"Public"
"Serre-les-Sapins";"Elem";"ce.0250882y@ac-besancon.fr";"25770";"Ecole primaire";"Doubs";"10 Rue Des Orbeux";"Public"
"Valentigney";"Mater";"ce.0250926w@ac-besancon.fr";"25700";"Ecole maternelle Pierre Donzelot";"Doubs";"1 Rue Louis Pergaud";"Public"
"Vaux-et-Chantegrue";"Elem";"ce.0250937h@ac-besancon.fr";"25160";"Ecole primaire intercommunale de la Haute-Joux";"Doubs";"4 Lieu-Dit Pyramide";"Public"
"Vieilley";"Elem";"ce.0250957e@ac-besancon.fr";"25870";"Ecole primaire intercommunale";"Doubs";"Chemin De Bonnay";"Public"
"Besançon";"Mater";"ce.0250989p@ac-besancon.fr";"25000";"Ecole maternelle Fontaine Argent";"Doubs";"19 Ter Avenue Fontaine Argent";"Public"
"Exincourt";"Mater";"ce.0250993u@ac-besancon.fr";"25400";"Ecole maternelle Voivre / V. Hugo";"Doubs";"17 Rue Cuvier";"Public"
"L'Isle-sur-le-Doubs";"Mater";"ce.0251076j@ac-besancon.fr";"25250";"Ecole maternelle Valérie PERDRIZET";"Doubs";"Rue Des Prés Verts";"Public"
"Besançon";"Mater";"ce.0251096f@ac-besancon.fr";"25000";"Ecole maternelle Champagne";"Doubs";"4 Rue Robert Schuman";"Public"
"Amancey";"Elem";"ce.0251134x@ac-besancon.fr";"25330";"Ecole primaire privée du Sacré-Coeur";"Doubs";"4 Rue De L'Eglise";"Privé"
"Besançon";"Elem";"ce.0251199t@ac-besancon.fr";"25000";"Ecole élémentaire Bourgogne";"Doubs";"7 A Avenue De Bourgogne";"Public"
"Besançon";"Mater";"ce.0251201v@ac-besancon.fr";"25000";"Ecole maternelle Picardie";"Doubs";"6 Rue De Dijon";"Public"
"Audincourt";"Elem";"ce.0251216l@ac-besancon.fr";"25400";"Ecole primaire Georges Edmé";"Doubs";"40 Avenue Du 8 Mai";"Public"
"Roulans";"Elem";"ce.0251228z@ac-besancon.fr";"25640";"Ecole primaire Henri Lamarche";"Doubs";"33 Grande Rue";"Public"
"Le Russey";"Elem";"ce.0251229a@ac-besancon.fr";"25210";"Ecole primaire Les Gentianes";"Doubs";"1  Rue Clair Soleil";"Public"
"Besançon";"Elem";"ce.0251294w@ac-besancon.fr";"25000";"Ecole primaire La Bruyère";"Doubs";"11 Rue Du Refuge";"Public"
"Besançon";"Mater";"ce.0251297z@ac-besancon.fr";"25000";"Ecole maternelle Bourgogne";"Doubs";"7 C Avenue De Bourgogne";"Public"
"Courcelles-lès-Montbéliard";"Elem";"ce.0251301d@ac-besancon.fr";"25420";"Ecole primaire";"Doubs";"8 Rue De Voujeaucourt";"Public"
"Etupes";"Elem";"ce.0251303f@ac-besancon.fr";"25460";"Ecole élémentaire Centre";"Doubs";"Place Du Marché";"Public"
"Beure";"Elem";"ce.0251331l@ac-besancon.fr";"25720";"Ecole primaire";"Doubs";"Place Jean Grappin";"Public"
"Saône";"Elem";"ce.0251337t@ac-besancon.fr";"25660";"ECOLE ELEMENTAIRE JACQUES DUBOIS";"Doubs";"26 Rue De La Mairie";"Public"
"Valentigney";"Elem";"ce.0251338u@ac-besancon.fr";"25700";"Ecole élémentaire Chardonnerets";"Doubs";"29 Rue Du Vernois";"Public"
"Maîche";"Mater";"ce.0251339v@ac-besancon.fr";"25120";"Cercle scolaire de la Franche-Montagne";"Doubs";"4 Rue De L'Ecole";"Public"
"Seloncourt";"Elem";"ce.0251388y@ac-besancon.fr";"25230";"Ecole primaire Berne";"Doubs";"2 Rue De L'Ecole De Berne";"Public"
"Besançon";"Mater";"ce.0251416d@ac-besancon.fr";"25000";"Ecole maternelle Artois";"Doubs";"16 Rue D'Artois";"Public"
"Charquemont";"Elem";"ce.0251417e@ac-besancon.fr";"25140";"Ecole élémentaire";"Doubs";"1 Place De L'Hotel De Ville";"Public"
"Les Fins";"Mater";"ce.0251445k@ac-besancon.fr";"25500";"Ecole maternelle Pierre Bichet";"Doubs";"3 Rue De L'Eglise";"Public"
"Ecole-Valentin";"Mater";"ce.0251506b@ac-besancon.fr";"25480";"Ecole maternelle Robert Delavaux";"Doubs";"3 Rue Des Bosquets";"Public"
"Grand-Charmont";"Elem";"ce.0251508d@ac-besancon.fr";"25200";"Ecole primaire Fort Lachaux";"Doubs";"2 Rue Des Pâquerettes";"Public"
"Pierrefontaine-les-Varans";"Elem";"ce.0251543s@ac-besancon.fr";"25510";"Ecole élémentaire";"Doubs";"3 Rue Louis Pergaud";"Public"
"Hérimoncourt";"Elem";"ce.0251564p@ac-besancon.fr";"25310";"Ecole primaire Bouloie";"Doubs";"8 Rue Des Pâquerettes";"Public"
"Colombier-Fontaine";"Elem";"ce.0251607l@ac-besancon.fr";"25260";"Ecole primaire";"Doubs";"10 Rue Des Ecoles";"Public"
"Besançon";"Elem";"ce.0251609n@ac-besancon.fr";"25000";"Ecole élémentaire Granvelle";"Doubs";"10 Rue Granvelle";"Public"
"Franois";"Mater";"ce.0251620a@ac-besancon.fr";"25770";"Ecole maternelle Au Clousey";"Doubs";"Chemin Clousey";"Public"
"Miserey-Salines";"Mater";"ce.0251647e@ac-besancon.fr";"25480";"Ecole maternelle Monique Marmier";"Doubs";"Rue De L'Ancien Couvent";"Public"
"Montbéliard";"Elem";"ce.0251649g@ac-besancon.fr";"25200";"Ecole élémentaire Louis SOUVET";"Doubs";"2 Chemin De Grange La Dame";"Public"
"Mamirolle";"Mater";"ce.0251664y@ac-besancon.fr";"25620";"Ecole maternelle Gilbert BRENET";"Doubs";"4 Rue Du 6 Septembre";"Public"
"Montbéliard";"Elem";"ce.0251666a@ac-besancon.fr";"25200";"Ecole Primaire Coteau Jouvent";"Doubs";"2 Rue Jean Mermoz";"Public"
"Besançon";"Elem";"ce.0251684v@ac-besancon.fr";"25000";"Ecole élémentaire Brossolette Pierre";"Doubs";"35 Avenue De Montrapon";"Public"
"Besançon";"Elem";"ce.0251704s@ac-besancon.fr";"25000";"Ecole élémentaire Saint Claude";"Doubs";"9 Rue Jean Wyrsch";"Public"
"Chemaudin et Vaux";"Elem";"ce.0251721k@ac-besancon.fr";"25320";"Ecole primaire Arnoux Denise";"Doubs";"4 Rue Des Laves";"Public"
"Besançon";"Elem";"ce.0251753v@ac-besancon.fr";"25000";"Ecole élémentaire Jean Macé";"Doubs";"89 Rue De Chalezeule";"Public"
"Voujeaucourt";"Elem";"ce.0251760c@ac-besancon.fr";"25420";"Ecole élémentaire";"Doubs";"59 Grande Rue";"Public"
"Les Auxons";"Elem";"ce.0251838m@ac-besancon.fr";"25870";"Ecole primaire";"Doubs";"55 Rue Maupommier";"Public"
"Vaufrey";"Elem";"ce.0251843t@ac-besancon.fr";"25190";"Ecole élémentaire";"Doubs";"8 Rue De La Mairie";"Public"
"Lantenne-Vertière";"Elem";"ce.0252033z@ac-besancon.fr";"25170";"Pôle Educatif des Hautes Feuilles";"Doubs";"1 Rue De L'École";"Public"
"Dijon";"Elem";"ce.0211569s@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE PUBLIQUE     ALSACE";"Côte-d'Or";"7 Allée Saint Nazaire";"Public"
"Talant";"Elem";"ce.0211589n@ac-dijon.fr";"21240";"ECOLE ELEMENTAIRE PUBLIQUE     ELSA TRIOLET";"Côte-d'Or";"2 Rue Pierre Brossolette";"Public"
"Couchey";"Elem";"ce.0211605f@ac-dijon.fr";"21160";"ECOLE ELEMENTAIRE PUBLIQUE     LOUIS COMBES";"Côte-d'Or";"9 Rue Jules Ferry";"Public"
"Fleurey-sur-Ouche";"Elem";"ce.0211610l@ac-dijon.fr";"21410";"ECOLE ELEMENTAIRE PUBLIQUE";"Côte-d'Or";"2 Bis Rue Du Château";"Public"
"Neuilly-Crimolois";"Elem";"ce.0211611m@ac-dijon.fr";"21800";"ECOLE ELEMENTAIRE PUBLIQUE     ROBERT CHALANDRE";"Côte-d'Or";"2 Rue Du Pâtis";"Public"
"Aiserey";"Mater";"ce.0211619w@ac-dijon.fr";"21110";"ECOLE MATERNELLE";"Côte-d'Or";"5 Rue Bossuet";"Public"
"Longvic";"Elem";"ce.0211640u@ac-dijon.fr";"21600";"ECOLE ELEMENTAIRE PUBLIQUE     LEON BLUM";"Côte-d'Or";"1 Bis Rue Colonel Fonck";"Public"
"Daix";"Elem";"ce.0211669a@ac-dijon.fr";"21121";"ECOLE PRIMAIRE PUBLIQUE FRANCOIS MONOT";"Côte-d'Or";"21 Rue Des Ecoles";"Public"
"Dijon";"Elem";"ce.0211670b@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE PUBLIQUE     VALENDONS";"Côte-d'Or";"1  Rue Eugene Bataillon";"Public"
"Dijon";"Elem";"ce.0211672d@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE APPLICATION  APPLICATION PETIT BERNARD";"Côte-d'Or";"3 Rue Du Petit Bernard";"Public"
"Dijon";"Mater";"ce.0211682p@ac-dijon.fr";"21000";"ECOLE MATERNELLE D'APPLICATION PETIT BERNARD";"Côte-d'Or";"5 Rue Du Petit Bernard";"Public"
"Corgoloin";"Elem";"ce.0211685t@ac-dijon.fr";"21700";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Grande Rue";"Public"
"Varois-et-Chaignot";"Mater";"ce.0211691z@ac-dijon.fr";"21490";"ECOLE MATERNELLE HENRI VINCENOT";"Côte-d'Or";"Rue Des Ecoles";"Public"
"Montigny-sur-Aube";"Elem";"ce.0211693b@ac-dijon.fr";"21520";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Rue Bouton";"Public"
"Chenôve";"Elem";"ce.0211695d@ac-dijon.fr";"21300";"ECOLE ELEMENTAIRE PUBLIQUE     LES VIOLETTES";"Côte-d'Or";"11 Rue Ernest Renan";"Public"
"Bretenière";"Mater";"ce.0211715a@ac-dijon.fr";"21110";"ECOLE MATERNELLE";"Côte-d'Or";"1  Rue Des Champs";"Public"
"Vosne-Romanée";"Mater";"ce.0211721g@ac-dijon.fr";"21700";"ECOLE MATERNELLE";"Côte-d'Or";"Rue De La Goillotte";"Public"
"Saint-Seine-en-Bâche";"Elem";"ce.0211729r@ac-dijon.fr";"21130";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"8 Rue De Saône";"Public"
"Mâlain";"Mater";"ce.0211735x@ac-dijon.fr";"21410";"ECOLE MATERNELLE";"Côte-d'Or";"Rue Maurice Béné";"Public"
"Comblanchien";"Mater";"ce.0211741d@ac-dijon.fr";"21700";"ECOLE MATERNELLE";"Côte-d'Or";"Place De La Mairie";"Public"
"Précy-sous-Thil";"Mater";"ce.0211749m@ac-dijon.fr";"21390";"ECOLE MATERNELLE";"Côte-d'Or";"Rue De L'Hôtel De Ville";"Public"
"Thorey-en-Plaine";"Mater";"ce.0211754t@ac-dijon.fr";"21110";"ECOLE MATERNELLE PAUL-MARIE BERTHIOT";"Côte-d'Or";"22 Rue Du Bois";"Public"
"Chenôve";"Elem";"ce.0211783z@ac-dijon.fr";"21300";"ECOLE ELEMENTAIRE PUBLIQUE     BOURDENIERE";"Côte-d'Or";"6 Rue Raymond Bougeot";"Public"
"Fontaine-lès-Dijon";"Elem";"ce.0211790g@ac-dijon.fr";"21121";"ECOLE ELEMENTAIRE PUBLIQUE     LES PORTE-FEUILLES";"Côte-d'Or";"1 Place Des Trois Saffres";"Public"
"Chazeuil";"Mater";"ce.0211812f@ac-dijon.fr";"21260";"Ecole maternelle";"Côte-d'Or";"Route De Véronnes";"Public"
"Broin";"Mater";"ce.0211814h@ac-dijon.fr";"21250";"ECOLE MATERNELLE";"Côte-d'Or";"970 Route De Bonnencontre";"Public"
"Montbard";"Elem";"ce.0211819n@ac-dijon.fr";"21500";"ECOLE ELEMENTAIRE PUBLIQUE     IRENE ET FREDERIC JOLIOT-CURIE";"Côte-d'Or";"25 Rue Du Beugnon";"Public"
"Tréclun";"Elem";"ce.0211841m@ac-dijon.fr";"21130";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"1 Rue Davault";"Public"
"Ebaty";"Elem";"ce.0211855c@ac-dijon.fr";"21190";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Rue Grandes Terres";"Public"
"Viserny";"Elem";"ce.0211863l@ac-dijon.fr";"21500";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Rue Belin";"Public"
"Dijon";"Elem";"ce.0211884j@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE PUBLIQUE     MONTS DE VIGNES";"Côte-d'Or";"2 Rue Vice Amiral Violette";"Public"
"Venarey-les-Laumes";"Mater";"ce.0211917v@ac-dijon.fr";"21150";"ECOLE MATERNELLE LA FONTAINE";"Côte-d'Or";"1  Rue Bouhey Allex";"Public"
"Chenôve";"Elem";"ce.0211946b@ac-dijon.fr";"21300";"ECOLE ELEMENTAIRE PUBLIQUE     LES GRANDS CRUS";"Côte-d'Or";"Avenue Des Droits De L'Homme Et Du Cit";"Public"
"Corgengoux";"Mater";"ce.0211951g@ac-dijon.fr";"21250";"ECOLE MATERNELLE";"Côte-d'Or";"Place Jean Moulin";"Public"
"Chenôve";"Elem";"ce.0211990z@ac-dijon.fr";"21300";"ECOLE ELEMENTAIRE PUBLIQUE     GAMBETTA";"Côte-d'Or";"2 Rue Lamartine";"Public"
"Selongey";"Elem";"ce.0212032v@ac-dijon.fr";"21260";"ECOLE ELEMENTAIRE JEAN FERRAT";"Côte-d'Or";"15 Rue Du 11 Novembre 1918";"Public"
"Lux";"Mater";"ce.0212047l@ac-dijon.fr";"21120";"ECOLE MATERNELLE";"Côte-d'Or";"8 Rue François Chabeuf";"Public"
"Veuxhaulles-sur-Aube";"Mater";"ce.0212049n@ac-dijon.fr";"21520";"ECOLE MATERNELLE";"Côte-d'Or";"9 Rue Du Corps De Garde";"Public"
"Dijon";"Elem";"ce.0212050p@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE PUBLIQUE     BEAUMARCHAIS";"Côte-d'Or";"74 Rue Beaumarchais";"Public"
"Gemeaux";"Mater";"ce.0212064e@ac-dijon.fr";"21120";"ECOLE MATERNELLE";"Côte-d'Or";"Impasse De L'Ecole";"Public"
"Quetigny";"Mater";"ce.0212070l@ac-dijon.fr";"21800";"ECOLE MATERNELLE FONTAINE AUX JARDINS-EAU VIVE";"Côte-d'Or";"47 Rue Des Vergers";"Public"
"Lantenay";"Mater";"ce.0212071m@ac-dijon.fr";"21370";"ECOLE MATERNELLE";"Côte-d'Or";"1 Place De La Mairie";"Public"
"Vandenesse-en-Auxois";"Mater";"ce.0212076t@ac-dijon.fr";"21320";"ECOLE MATERNELLE";"Côte-d'Or";"Rue Derrière La Cure";"Public"
"Dijon";"Elem";"ce.0212099t@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE PUBLIQUE     DARCY MAUCHAUSSE";"Côte-d'Or";"10  Rue Du Docteur Chaussier";"Public"
"Diancey";"Mater";"ce.0212160j@ac-dijon.fr";"21430";"ECOLE PRIMAIRE PUBLIQUE      R.P.I.";"Côte-d'Or";"Village";"Public"
"Chenôve";"Elem";"contact@ecoledessarments-chenove.com";"21300";"Ecole élémentaire privée Les Sarments";"Côte-d'Or";"4 Rue Des Frères Lumière";"Privé"
"Dijon";"Elem";"contact@montessori-dijon.fr";"21000";"Ecole élémentaire privée Montessori";"Côte-d'Or";"31 Rue Elsa Triolet, Parc Valmy";"Privé"
"Colombe-lès-Vesoul";"Elem";"ce.0700256y@ac-besancon.fr";"70000";"Ecole élémentaire";"Haute-Saône";"Rue De Dampvalley";"Public"
"Montbozon";"Elem";"ce.0700625z@ac-besancon.fr";"70230";"POLE EDUCATIF";"Haute-Saône";"Zone D'Activité Le Vay Du Soleil";"Public"
